,A3_err,A4_err,A5_err,A6_err,A7_err,A8_err,A9_err
0,0.06417294722011121,-0.07039432041889962,0.0568539749182481,0.06593572423959113,-0.3370687870742913,0.21054222274752174,-0.14231323108406416
1,-0.363628717400603,0.10698163242202743,-0.11159231295541928,0.054602386416682996,0.2595807415078983,0.784574051464433,0.06512593270016342
2,0.25566620779496047,-0.20931988815533284,0.04803565696834437,0.12037406235421184,0.21681484893277556,-1.8142734339822286,1.192613352366308
3,-0.0788039689650882,-0.07465237985893511,0.08699529388655473,-0.06171038105778442,0.1809690172510768,-0.09402726018931012,0.058048013616409856
4,-0.060892565257421066,-0.058592188549077336,-0.06022863850279929,0.04699961813503633,0.06874774822981376,0.029581129216819223,0.2725347007465506
5,0.2359121283794442,-0.06661507785842256,-0.0751053840541756,0.04499174272175505,0.20190158085927457,-0.044337377918711895,0.07572617920977726
6,0.08794640297793281,0.07309235425557659,0.11585960941381351,-0.0620040409603145,-0.3628215674781047,0.06459816439514138,0.10878444640355768
7,-0.34958026801327213,-0.11168413084354493,-0.11263349974497482,-0.04090242834277272,0.05925560348451702,0.1521237928858088,-0.032954507324780245
8,0.04527868724657677,-0.06651656537724211,0.06874558971433414,0.0582978743546178,0.12347720658266069,-1.4859120648416997,-0.34658707378624537
9,0.05661395572291622,0.06381146734733321,-0.06772471030838219,-0.03276527909952669,-0.06929445765712615,0.031841983474573864,0.0694421039696213
